Тип отзыва;Отзыв;Типы проблем
1;"Отвратительное обслуживание 
заказ сделан в 21:10, привезли в 23:34, всё остыло
Готовят долго, курьера заказ ждёт долго, курьер везёт долгоф
На телефоне девушка, абсолютно не заинтересованная в своей работе";Задержка
1;"Проблема в том, что я заказала роллы в 23:15 , как итог мне привезли в 01:55 
На чеке написано привезти в 00:15
Мы начали пробовать с друзьями , а у нас было запеченые роллы, как итог они ледяные, а не горячие какие должны были 
Курьер был без термокороба, и не дал чек об оплате 
Но я думаю что не из-за этого они были холодные, а из-за того что они целый час были в пути 
В общем прождать 2:40 чтобы съесть пару штук и все, это ужастно 
Роллы все так же остались, можете приехать и забрать 
И я настаиваю на возмещение денежных средств";Задержка
1;"не положили палочки
не привезли колу
заказ ждали чуть ли не 3ч
заказ не обновили что его взял курьер
отпечатки пальцев на чизкейке(может от перчаток ,но уже сомневаюсь)
волосы в еде.....
ужас 
верните деньги";Не довезли
1;заказ ждали очень долго, ждали полтора часа решила позвонить, девушка сказала, что заказ привезут в течение 20минут, по итогу привезли через 40минут, запеченные роллы холодные так егозе и с волосами какими то;Задержка
1;Заказал в 14:50. Обещали привезти в течение часа. Итог: 16:57, еды всё ещё нет. Причина смерти: умер от голода;Задержка
1;заказала 3 пиццы с пиццерии царь пицца и мы с ребёнком в ожидании ужина сглатывали слюнки,ожидание и так конечно не быстрое среднее 60-90 минут.Так вот подошло наше время а курьера все нет и нет и с нами никто не связывается.Написала в поддержку и они тоже не смогли дозвониться до них с первого раза и предложили мне 500 бонусов за неудобства.Так вот дочь плачет ,я на нервах а курьера все нет.Наконец-то я дозвонилась до пиццерии и девушка на ресепшене очень не охотливо мне ответила что курьер только выехал по моему заказу.В очень растроином настроении с испорченным вечером мы с дочей сидели голодные и смотрели на часы.Курьер приехал через 35 минут от заявленного времени и привез три холодных пиццы.Название звучит само за себя царь пицца когда хочу тогда и приеду.Вообщем не советую сей заведение.Останетесь голодными.;Задержка
1;Мне не пришел заказ, а было написано, что заказа доставлен;Не доставлен
1;"Сделала заказ в 19:04 ,готовить начали в 19:34 . Ждали два часа.Позвонив,  сначала взяли трубку сказали что развозят заказ ,потом вообще выключили телефон ! 
Указала что оплата картой при получении курьеру ,так как не было возможности сделать перевод или наличными.Как итог остались голодными, так как курьеру не дали аппарат ,как она нам сказала !Вечер испорчен,очень обидно что отношение недобросовестное .";Не доставлен
1;Взяли плату за доставку, хотя на сайте указано от 650р бесплатная доставка.;Взяли д/с за доставку
1;Сделал заказ, было обозначено время доставки примерно 14:15. В итоге к этому времени никто не приехал, чуть позже позвонил сотрудник пиццерии и сказал что курьер не смог до меня дозвониться и везет еду обратно в ресторан, но у меня не было звонков и пропущенных, номер у меня всегда активен, в итоге сотрудник предложил повторную доставку и бонус, большой плюс этому сотруднику за его клиентоориентированность. Где-то через час заказ привез курьер другой компании. Уже при употреблении еды я обнаружил пару волос - один довольно длинный в начинке, другой небольшой сверху пиццы. По итогу: доставка ужасная, сотрудник просто лучший, пицца обычная;Не доставлен
1;повышайте квалификацию поваров и качество продуктов, уже надоело, последний сэт из ролов назывался СЫТНЫЙ. Уже не первый раз такая ерунда ! потом звонят и говорят ой извините у нас что-то пошло не так мы вам дадим баллы... НАДОЕЛО.;Другое
1;"Начнем:
1. 500 Грамм в сет роллов не доложили
2. В роллах практически нету рыбы
3. Соевый соус как вода 
4. Имбиря и васаби положили как на 1 порцию
5. Пицца деревянная и внимание, КТО ДОДУМАЛСЯ ПОЛОЖИТЬ В ПЕПЕРОНИ СОЛЕНЫЕ ОГУРЦЫ, ПОМИДОРЫ И МАЙОНЕЗ
Эмоции как будто пожрал в столовке, но за 1200 рублей.
Единственное что порадовало, это скорость доставки.";Уточнения по отзывам (граммовка)
1;во-первых опоздал заказ на 20 минут, а во-вторых напутали с заказом, мы уже разобрали всё и тут звонок - извините перепутал курьер приедёт заберёт соберите, каково тем чей это заказ? Больше здесь заказывать не буду!;Не то привезли
1;"в заказ не положили 1 соевый соус и 1 имбирь. очень неприятно 
поддержка только ответила,что со мной свяжутся в течение суток . Никто не связался и деньги никто не вернул. видимо, считают это нормальным.так и должно быть.";Не довезли
1;2,5 часа ушло на доставку. Приехало все холодным;Задержка
1;не положили подарочное блюдо , роды отличаются по размерам . просто перезвонить не кто не перезвонил . отношения Ина пофиг.;Не довезли ЕЗБ
1;"заказал в 18:45 доставка должна бы ла быть в 22:40 что само по себе много в итоге привезли в 20:40 что как бы ок но меня в этот момент дома не было ибо уже распланировал свой день
короче если вы хатико то все ок";Не доставлен
1;"Доставка огорчила ,4 часа ждали,привезли все холодное!
Заказывали два горячих сета";Задержка
1;ждать 2 часа,а потом бегать и думать где заказ и вернут ли деньги это трэш.заказ приняли,деньги сняли и все на этом;Не доставлен
1;Заказ висел на подтверждении больше часа, сделали заказ около часа, привезли в начале четвертого. Сами роллы более менее, пойдет;Задержка
1;весь сет был с одним составом. ужас. вот как обманывают.;Уточнения по отзывам (состав)
1;Забыли положить к заказу колу;Не довезли
1;Заказ привезли через 2,5 часа, вместо 2 обещанных. Звонили в кафе, чтобы подсказали по времени доставки, сначала сказали, что курьер приедет, через 15-20 мин, это уже было после 2-х часов ожидания. После того, как время прошло, курьер так и не приехал, позвонили ещё раз, оператор сказала: подождите еще мин 5-10, по итогу попросила связаться с курьером, чтобы уже убедиться, через сколько приедет доставка, привезли после этого, через 10 мин. Еда была вся остывшая. Сами блюда тоже испортились по вкусу. Раньше заказывали стабильно, сейчас желания заказывать - нет.;Задержка
1;"Для уточнения заказа никто не перезвонил, пришлось звонить самому, связь у них плохая ничего не понятно что говорят и постоянно прерывается, в итоге оказалось что к бургеру не идёт картошка, хотя на сайте этого ресторана указано, что к бургеру должен быть картофель, на мой вопрос почему так, администратор сказала, что якобы ""Чибис"" запретил им выдавать картофель вместе с бургером, что звучит очень странно, хотя ровно неделю назад я делал точно такой же заказ и картофель был в комплекте, хотелось бы увидеть коментарий администрации чибиса по этому вопросу.";Уточнения по отзывам (состав)
1;Закал привезли во время, комплектация заказа пострадала (не нашли в наборе васаби и палочки);Уточнения по отзывам (допы)
1;"Заказ отмечен как доставленный,но по факту мне ничего не привезли👎
Заказ висел в обработке больше часа и я его просто отменила";Не доставлен
1;Кто собирает заказы,купите ей очки!комплектация заказа уже не один раз не соответствует !еще и врет;Не то привезли
1;Не положили чизкейк, так и не связались;Не довезли
1;Перепутаны начинки и размеры пицц.;Не то привезли
1;Ужас. Ждали доставку 3 с половиной часа. Все холодное.;Задержка
1;Заказ сделал заранее, по итогу прождал 2 с лишним часа.;Задержка
1;Сделали заказ в 21:17 заказ магазин принял , просили с нами связаться нам так и не перезвонили, через 30 мин сами нашли номер позвонили сказала да заказ наш есть и нам перезвонят в итоге нам не перезвонили заказ не перевезли , и мы остались голодными т.к  другие рестораны уже были закрыты . Очень не советую заказывать в этом месте , особенно если вы голодные .;Не доставлен
1;доставку заказа ждали больше 3 часов. хотя по телефону сказали что готов будет через 40 минут. кошмар😡;Задержка
1;вместо куриных крылышек,был куриный шашлык,шашлык из почек это прям буэ,порции маленькие стоимость высокая;Не то привезли
1;"Заказ приехал достаточно быстро, комплектация приборов, салфеток и доппов в норме. Огромный минус, не соответствие фото наборов с реальностью. Ожидание от роллов ""Филадельфия в икре массаго"" были хорошими, размеры большой, много рыбы и сыра, приехали вонючки с 0.01 грамом рыбы и 0.001 граммом творожного сыра, риса больше чем ВСЕГО в ролле. Взвесив упаковки с наборами, даже со скидкой тары в пользу веса, все равно не довес в 80-120 грамм, за такие деньги хотелось бы ожидать большего. Пы.сы, делать сразу замечание клиенту в службе поддержки не этично, разбирайтесь вопросительно и уважительно, уточняйте, а не ставьте под сомнение клиента фразами ""Вдруг вы что-то уже съели или не сфоткали"", как тогда у вас заказывать?";Уточнения по отзывам (граммовка)
1;Не положили сырный соус и картофель фри желал лучшего.;Не довезли
1;Добрый вечер. Ну все безумно вкусно 🤤 как всегда. Но сервис… блин… васаби опять не положили… и соевый соус положили одну порцию, вместо двух заказанных. хотя в этот раз все заказали дополнительно. Очень расстроилась;Не довезли
1;ждали больше двух часов,пришло все холодное!;Задержка
1;Заменили в заказе сок «Rich” на какой то “santal”… без предупреждения, сок улетел в помойку (-_-). Заказывали пару кусков хлеба… пришли сухарики 🥹 Солянка ужасно соленная, только салат и картошка фри зачет );Не то привезли
1;Выматали все нервы пока доставили,рассказывали сказки про курьера которого и в помине не было.Только через скандал привезли.;Другое
1;Привезли холодную пиццу. И ужасно долго, хотя доставить нужно было за метров 500;Задержка
1;не положили приборов. заказывали суп и суши, ни ложки ни палочек не положили!!!! это нормально? том ям без сливок и молока, без помидора....суши с крабом на деле с крабовой палочкой ( не лучшего качества);Уточнения по отзывам (допы)
1;Везли 3 часа, да и ещё ни весь заказ был привезён!!!!;Не довезли
1;"в сете ролл Марс и отдельно заказанный Марс, это 2 совершенно отличающиеся позиции и по вкусу и по внешнему виду.
заказ доставили всего-то за !!!3 часа!!!
при условии что заказ сделан в 18:55, а доехал в 20:38 видимо везли прям из Токио, причем даже не взирая на соглашения, в моем случае оформляли Шенген не менее чем для каждого кусочка!
Короче, уксуса в рис пожалели, он рассыпчато украшал роллы, в остальном сойдет. Но больше не рискну заказывать,честно.";Уточнения по отзывам (Фото/описание)
1;Ужасно не вкусно, в заявленном сете запеченных гунканов кроме краба ничего не было!!! Ни рыбы,ни курицы… ужас просто. Филадельфия одно только название,пожаренный рис с сыром.. имбирь не первой свежести. Больше заказывать не будем. Испортили вечер;Уточнения по отзывам (состав)
1;делали заказ в приложении выбирали за баллы пиццу , выяснилось что акция у них закончилась а в приложение висит сегодня.;Другое
1;ужасная доставка,ожидание сказано 1 30-1,40. итог приехали мятые роллы , курьер потерялся на 40 минут. доставку получили в течение 2,30 минут.;Задержка
1;заказ ждали 3.5 часа.все холодное.место картошки фри положили картофель по деревенски,два картофеля по деревенски.а заказывали фри и по деревенски;Задержка
1;В двух порциях токпоки с кисло-сладким соусом не было соуса;Уточнения по отзывам (состав)
1;Выбрал оплату картой курьеру. Он приехал без терминала и настаивал сделать перевод. Далее со словами вы значит отказываетесь от оплаты заказа пытался уйти с моей едой, которую я на минуточку ждал не 1.5 часа, а 2.5... НЕ ПЫТАЯСЬ решить проблему, которую сам создал. Взял у него номер его руководства, позвонил и вызвал другого курьера с терминалом. Но еду отдавать все равно не хотел. Таких дураков не должно работать. Далее этот неадекват, скорее всего через вас нашёл мой номер телефона и написывал на ватсап. А это между прочем уголовное дело, распространение данных клиента. Прошу срочро связяаться со мной, для решения проблемы;Другое
1;роллы не очень, пицца только под пиво заходит, заказ на 30 минут позже привезли;Задержка
1;Роллы пртехали вообще без икры и спустя 2,5ч. Обещали на час меньше.;Задержка
1;Очень долгая доставка , почти 3 часа;Задержка
1;Заказ доставили за 2 часа 45 минут. Всё холодное, чебурек сырой. Испортили впечатление о себе, возможно из-за курьера. В самом кафе вкусный обед.;Задержка
1;В прошлый заказ не доложили соевый соус, сказали что добавят в следующий заказ. Но сейчас как я заказала 3 штуки соевого, так и привезли 3, хотя на бумажке было написано «+соевый соус 1 шт к след заказу, не привезли 21.09.24»;Не довезли
0;"Блинчики вкусные, тесто отличное, изысканные начинки!!! А вот доставка подкачала:  доставщик привез на 50 минут раньше назначенного времени.На моё замечание "" почему так рано?"" ,он ответил ""мне,что уйти?"". По оплате: принимают только наличными,что не всегда удобно. Было предложено с какой суммы приготовить сдачу,вообщем вручил я курьеру оговоренную сумму,он мне протянул сдачу в которой оказалось на 20 рублей меньше (что я обнаружил после его ухода). Качество блюд- 5 баллов, доставка -3.";Не сдали сдачу
1;"Администратор Ксения и доставщик-курьер видимо в сговоре и отходят от уплаты налогов ) 
По телефону мне звонила «администратор» и просила оплатить «онлайн переводом, пооому что у терминала пропадает сеть»😄 на что я категорически сказала «нет!».
В итоге приехал курьер и говорит «терминал сел». 
Звоню «Администратору», которая говорит «а мне не сказал курьер, что у него проблемы какие то с терминалом».
Странно правда!? 
Везде какие то проблемы )
Или их нет? А ресторан просто и хитро «дурит людей, дабы не платить налог с прибыли?
Фу. В такой «мелочи» и то так противно поступает РЕСТОРАН!(";Другое
1;баллы списали, а пиццу не привезли ((;Не довезли ЕЗБ
1;"в меню написано картофель жареный с грибами. В итоге картофель тушенный с грибами. 
Раньше было вкусная еда, сейчас отвратительно. Салат Харбин один уксус и перец.";Уточнения по отзывам (Фото/описание)
1;Везли больше двух часов, хотя доставка из начально 1,30 -1,40. В итоге чуть теплое 🥲;Задержка
1;Воду за баллы не привезли. Я умерла от жажды;Не довезли ЕЗБ
1;Доставку задержали. Больше двух часов;Задержка
1;"Ждала доставку более 3х часов, хотя изначально оговаривалось 2-2,5
Диспетчер не передал курьеру информацию, что перед звонком в домофон нужно позвонить на телефон, т.к. спал маленький ребенок";Задержка
1;заказ вообще не привезли, и трубку никто не берет;Не доставлен
1;заказ не был доставлен, почему такой статус????;Не доставлен
1;Заказа не дождалась,сказали ждать 3 часа,по истечение этого времени позвонила спросить где заказ ,сказали придется подождать еще 3 часа.вечер был испорчен;Не доставлен
1;Заказали для ребенка вок, в описании на выбор основа+ овощи+ соус,заказ был без доп опций и топпингов, по факту привезли только удон(без овощей). И администратор мне доказывал,что овощи это отдельная опция,которая не в ходит в основу. Серьёзно?;Уточнения по отзывам (состав)
1;"Заказывала Удон с креветками, нашла креветки три от силы 
Так же была оплата за сырные палочки 
За баллы был взял ролл 
Не положили сырные палочки, опоздала доставка, но вежливый молодой человек извинился и бережно передал заказ, который в скоре оказался не полностью укомплектован!";Не довезли
1;как может понравиться заказ, которого не было?;Не доставлен
1;Мидии привезли  НЕ Спайс, а Цезарь. К сожалению. Оба набора.;Не то привезли
1;не довезли одно блюдо за балы;Не довезли ЕЗБ
1;не довезли роллы, на фото одно, привезли другое;Не довезли
1;не доложили один бургер, а ценник на них не маленький.;Не довезли
1;"Не положили суши за баллы, задержали доставку, суши сухие
Не рекомендую!!!";Не довезли ЕЗБ
1;не привезли половину заказа, уверяя, что она у меня. Потом извинились и довезли. в итоге ждали весь заказ в 2 раза дольше положенного.;Не довезли
1;Отвратительная доставка и комлектация товара. Регулярно что то в заказе отсутствует какой нибудь продукт. Конфликтную ситуацию не решают.;Не довезли
1;Очень долгая доставка, все привезли холодное;Задержка
1;Очень долгая доставка. Курьер набрал кучу заказов и пока приехал все остыло. Вечер испорчен, все не вкусно. Задержка в доставке более часа:(((;Задержка
1;Очень странный заказ вышел. Заказал 2 пиццы - Мясной пир и Дольче Вита. В мясной пир каким-то образом попала рыбная икра из банки (мелкая розовая), что продается в магните, в Дольче Вита очень сильно ощущается вкус запеченного крем-сыра для роллов, хотя ни того, ни другого в составе пиццы не указано;Уточнения по отзывам (состав)
1;Перепутали блюдо, звонил разобраться уже закрыты были никто не взял трубку;Не то привезли
1;Привезли не весь заказ, а так всё вкусно.;Не довезли
1;Сняли за доставку 2 раза, на сайте оплатила за доставку и курьер еще потребовал оплату. Деньги так и не вернули. Считаю 600 руб за доставку цена завышена очень сильно.;Взяли д/с за доставку
1;У вас в чибис указано 2 варианта одинаковой говядины, хотя у вас должна быть говяжья котлета и бекон. Хотел купить с котлетой а приехал с беконом. Остался расстроенным;Не то привезли
1;Ужаснейших ролл и пиццу я еще никогда не видела в жизни! Начну с доставки,доставка стояла 1,40, по итогу везли 3,5 часа. Администратор грубая девушка, рассказывала все сказки, что курьеры не доезжают и переворачиваются на машинах. Просила уточнить сколько ждать и перезвонить - не перезванивали. Привезли нам роллы и пиццу, когда мне занесли , сразу не проверила что внутри, моя вина. Нужно было сразу посмотреть и отказаться. Открыв коробку я была а шоке от увиденного, жалко нельзя приложить фото и видео, сняла специально еще это д*рьмо. Роллы пахли кислятиной, я одну откусила и меня чуть не вырвало, а пицца это полный треш. Тесто сырое,безвкусное, начинка только была колбаса красная цена и сыр немного, это ужас. Все выкинуто было, не попробовали ни одного кусочка ни ролл ни пиццы. Здоровье важнее. Убедительно прошу не заказывайте в данном заведении, поберегите нервы и здоровье.;Задержка
1;Это просто ужасно , ролл цезарь кусок разваленый , когда начала жевать был скрежет песка, доставка 3 часа;Задержка
0;единственный минус, почему-то не кладут палочки...;Уточнения по отзывам (допы)
0;Не было салфеток, все закуски положили в одну коробку и потрясли, чипсов вообще не было, а так в целом все было вкусно;Не довезли
0;Не положили к роллам васаби и имбирь;Уточнения по отзывам (допы)
0;Не положили соус к ролам, в остальном нормально;Уточнения по отзывам (допы)
0;Не положили сырный соус к заказу;Не довезли
1;"Роллы вкусные, но доставка - это ужас! Задержать доставку почти на 1,5 часа это надо постараться! Тем более находясь через дорогу от адреса доставки 
2,5 часа ожидания и в итоге еще и холодные роллы. На связь не выходили. Хоть бы извинились";Задержка
1;заказ не привезли,такое у меня в первые чтоб в 18:00 заказать и не привезли заказ,но в приложение стоит как доставлен;Не доставлен
1;Здравствуйте , положили не те роллы которые заказывали перепутали заказ , не весь перепутали , а только одни роллы;Не то привезли
1;"привезли солянку вместо вкусного бульона был один жир и масло,неприятное после вкусие.
суп куриный состоял из одного бульона кусочка курицы и ложка лапши.
в Цезарь по всей видимости забыли положить яйца.
очень часто заказывали с этого ресторана но в этот раз блюда доставили не в лучшем качестве.😔";Не то привезли
1;заказ не принесли, не был доставлен. хотя в приложении указанно что пришел;Не доставлен
1;Еда хорошая, но вместо пиццы 35см привезли 31см(;Не то привезли
1;"Паста карбонара вроде как должна подаваться с яйцом, яйца не было. Стейк с картофелем, стейк сухой и пресный, резиновый, картофель неплохой. Также в заказах не был отмечен по моменту заказа; Т.Е. Заказ был доставлен, но долгое время на сайте числился как в ""Обработке"".";Уточнения по отзывам (состав)
1;За баллы заказывали цезарь, а прислали краба. Большая часть роллов не держат форму и разваливаются. Приборов было указано на четыре персоны, по факту на три. Васаби пресный и безвкусный, соевый - вода. Доставка задержалась на 25 минут. То что должно быть горячим, еле теплое. Заказывали раньше без проблем, но с таким качеством в СушиКэт столкнулись впервые.;Другое
1;"шашлык привезли не комплект, голые куски мяса как собакам на корм. ни капусты по гурийски, ни даже лука.
Было заказано 2 комплекта приборов - пшик. Ну и как дальше хотеть заказывать?";Уточнения по отзывам (Фото/описание)
1;В Цезаре забыли положить курицу, и при этом кислит соус;Другое
1;заказ был не полный не положили Филадельфию и набор;Не довезли
1;сет был полностью сухой!!!!и нет соуса и имбиря!!!;Уточнения по отзывам (допы)
1;ВСЕ БЫЛО НА ВЫСШЕМ УРОВНЕ,ВСЕГДА. НО ТОЛЬКО СЕГОДНЯ В ВаШЕМ ВКУСНОМ ЦЕЗАРЕ НА ЛИСТЬЯХ САЛАТА БЫЛА ЗЕМЛЯ(((ОГРОМНАЯ ПРОСЬБА, мойте вы пожалуйста зелень перед подачей, все было выглядело так аппетитно,но это испортило все:(;Другое
1;Не положили палочки,пришлось есть вилкой. Наполеон не имеет вкуса. Креветки не чистят от кишечника;Уточнения по отзывам (допы)
1;привезли не то что заказывал, заказывал острую пришла постная, не доложили два соуса, не привезли сырники,;Не довезли
1;Бугламу с бараньей ножкой не привезли, хотя все оплачено;Не довезли
1;Из 7 позиций привезли 2. Уде не первый раз такая ситуация. Чибис как обычно умыл руки и сказал они не причем.;Не довезли
1;Задержали на 1,5 часа, у них закончился майонез;Задержка
1;Доставка была дольше заявленного времени, соответственно всё приехало остывшее;Задержка
1;Оставила жалобу. Но так и не перезвонили ((;Другое
1;Долгая доставка, доставляли 2.5-3 часа;Задержка
1;заказ не доставлен, как мне его оценить?!!!!;Не доставлен
1;Вес бургера почти в 2 раза меньше заявленного;Уточнения по отзывам (граммовка)
1;не положили сырный  с крабом,сказали что заменили на другую позицию,но в другой позиции этого не было))) дак ещё и самовольно,ничего не сказав,я должна была догадываться?обращалась 3 раза в поддержку,максимум что мне дали это скидку,ресторан должен был позвонить,но никто мне не позвонил,при этом сам ресторан отвечает что они звонили мне,хотя ни одного звонка не поступало))))это просто такой абсурд.уже не первая проблема с этим рестораном;Не довезли
1;Привезли не те горячие ролы, чтобы были в заказе, к запеченым тоже вопрос, состав отличается от заявленного.;Не то привезли
1;Все вкусно, но расстроили. Заказывала хинкали с курицей 4 шт, и микс 4 шт, а привезли 2 микса. В итоге человек , которому можно только с курицей - остался голодный…);Не довезли
1;суп-пюре из шпината,плохо пробит,попадались кусочки,странный привкус ,не только шпинат и контейнеры-что суп ,что окрошка в обычном неглубоком пластиковом контейнере,из которых половина содержимого пролилась в пакет,очень неприятно.Жареный картофель заказали две порции-по факту была одна порция!!!!! оператору я вообще не дозвонилась!!!!;Не довезли
1;прождал 2 часа в пустую, заказа так и не дождался, никто со мной не связался,на телефоны уже не отвечают, бездари;Не доставлен
1;Привезли не тот бургер 😵 будьте внимательней👎;Не то привезли
1;Рис был недоваренный, кушаешь и прям хруст от риса идет… и роллы не соответствуют фотографией на сайте. Заказываешь за хорошую сумму ролл, по итогу приезжает не то что полагалось;Уточнения по отзывам (Фото/описание)
1;В рассольнике была недоваренная картошка. Вместо сковородки со свининой положили сковородку с рыбой;Не то привезли
1;Везли гораздо дольше заявленного времени и всё перевёрнуто в заказе;Задержка
1;Заказ привезли через 3,5 часа,лапша вся слипшаяся,разогретая. Отношение к клиентам ужасное. Остались недовольны заказом.;Задержка
1;Ролл Опалëная Филадельфия за 550 рублей: - рис разваливается, -не полили унаги соусом и не украсили лепестками миндаля. Ролл Запечëный с КУРИЦЕЙ(!!!) (Я не смотрела состав, так как ролл называется так, что сразу понятно с чем он) , по итогу приезжает ролл с копчёным лососем (Не вкусно, от слова совсем). Ролл так же разваливается. Есть фото/видео. Позвонила в доставку, по итогу девушка сказала, что ролл с курицей этот реально идёт с лососем копчёным, вопрос тогда, ЗАЧЕМ его назвали роллом с курицей. Она просто извинилась и всё,сославшись на неопытность стажëра. Не предложив замены ( я бы ей отдала эти роллы, а они бы мне заменили на роллы в нормальном качестве, как и должно быть). В общем, денег своих не стоит, больше брать здесь не буду. Раньше хотя бы ошибки свои исправляли и замену привозили.;Уточнения по отзывам (Фото/описание)
1;Это провал! Постоянный клиент, всегда беру вашу доставку! Вчера вместо пиццы Футурина, которую заказала ребенку, мне привезли Пеперони, с адски острой начинкой, которую даже взрослые есть не могут. Ребенок в в слезах остался голодный, я расстроена. Деньги выброшены.;Не то привезли
1;Привезли холодную пиццу, срок доставки отличался от планируемого примерно минут на 40. Баллы за вкус снял исключительно из-за температуры еды.;Задержка
1;не положили приборы и соевый ,рыба пахла в ролах;Уточнения по отзывам (допы)
1;Вместо шоколадного чизкейка привезли обычный;Не то привезли
1;В этот раз в пироге попалась нитка запеченная в сыре 🫠 прошло несколько дней , вопрос не решен. К сожалению;Другое
0;Все очень вкусно и быстро,но сырники приехала без конфитюра,только со сметаной(обидненько😣;Уточнения по отзывам (состав)
0;доставка быстрая.но не доложили заказ.заказывала 2 порции Ролл с сливочным сыром.приехал только один;Не довезли
0;"Доставка очень долгая, роллы мне показались маленькими, заказывали 2 порции имбиря по итогу по сравнению с другими доствками положили очень мало.
оплата была наличными, по телефону уточнили с какой суммы приготовить сдачу и по итогу - сдачу не полготовили.
Сами роллы очень вкусные, но так как было долгая доставка все остыло.";Не сдали сдачу
